"Group","ID","Effect"
"District","0101800:AL",1.28960669468601
"District","0101830:AL",-0.102959159031135
"District","0101860:AL",-0.296230328522836
"District","0101890:AL",-0.238183638409579
"District","0101920:AL",0.530296749088677
"District","0101950:AL",0.721542115305021
"District","0101980:AL",0.116997386823941
"District","0102010:AL",-0.368701084739087
"District","0102040:AL",-0.632887603744338
"District","0102070:AL",0.168800980283328
"District","0102100:AL",0.710286656329828
"District","0102130:AL",-0.143407984863871
"District","0102160:AL",0.776948144855755
"District","0102190:AL",-0.0120021219016942
"District","0102220:AL",0.278441873400713
"District","0102250:AL",0.0395017618858919
"District","0102310:AL",0.0559279603998468
"District","0102350:AL",0.264497026868495
"District","0102370:AL",-0.598559522497719
"District","0102400:AL",0.343306273287361
"District","0102430:AL",-0.710565197616225
"District","0102480:AL",-0.0554370474659686
"District","0102490:AL",0.138855326967353
"District","0102520:AL",-0.486238081849424
"District","0102550:AL",0.0335947185031669
"District","0102580:AL",0.103831980509282
"District","0102610:AL",0.556684468733447
"District","0102635:AL",-0.140903287497976
"District","0102640:AL",-0.321002876417461
"District","0102650:AL",-0.455989465637423
"District","0102670:AL",1.38831647722761
"District","0102700:AL",1.00749650101344
"District","0102730:AL",0.452206951311169
"District","0102760:AL",0.240509239425164
"District","0102790:AL",2.14501225285063
"District","0102820:AL",-0.230701879725892
"District","0102850:AL",-0.457181653642217
"District","0102880:AL",0.44654259930546
"District","0102910:AL",1.05605970001802
"District","0102940:AL",-0.625430222106911
"District","0102970:AL",-0.258175199304257
"District","0103000:AL",0.240159726079847
"District","0103030:AL",-0.145880095159421
"District","0103062:AL",-0.557168883172592
"District","0103090:AL",0.93729586538002
"District","0103120:AL",0.336363984797611
"District","0103150:AL",0.357761059040995
"District","0103180:AL",0.648704974961195
"District","0103210:AL",0.537227086658548
"District","0103240:AL",-0.498925287268377
"District","0103270:AL",0.613292117762144
"District","0103300:AL",-0.337707081476686
"District","0103330:AL",-0.00607278196157407
"District","0103360:AL",0.0342205827466126
"District","0103390:AL",-0.366591552099909
"District","0103420:AL",0.62263730276155
"District","0103430:AL",0.773623247951474
"District","0103450:AL",-0.684855966003924
"District","0103480:AL",-0.173105432084011
"District","0103510:AL",-0.702823232610942
"District","0103540:AL",-0.0401878259635012
"District","0103580:AL",1.1714661387046
"District","0200001:AK",0.522813185471436
"District","0200003:AK",0.78061674792748
"District","0200004:AK",0.0928585328836246
"District","0200005:AK",-0.359087186124166
"District","0200006:AK",0.283233286626834
"District","0200007:AK",-0.132458063292337
"District","0200010:AK",-0.0602826274583004
"District","0200020:AK",-1.25099588028919
"District","0200030:AK",0.330094634562609
"District","0200050:AK",-0.524406603918357
"District","0200060:AK",0.269847530766591
"District","0200070:AK",-0.147698829092599
"District","0200090:AK",0.434102696652787
"District","0200100:AK",1.32179987103292
"District","0200120:AK",-0.318320503702949
"District","0200130:AK",0.17457117689678
"District","0200150:AK",-0.220500802860463
"District","0200180:AK",0.700144665154956
"District","0200210:AK",-0.0884944416712591
"District","0200240:AK",-0.5226747340836
"District","0200270:AK",1.07772130835103
"District","0200300:AK",0.284884831014272
"District","0200330:AK",0.630657799719355
"District","0200360:AK",-0.167549761739126
"District","0200390:AK",0.130398717107747
"District","0200450:AK",0.218275753853333
"District","0200480:AK",-0.978193555361971
"District","0200485:AK",0.276779434475184
"District","0200510:AK",-0.18642688499633
"District","0200520:AK",0.907823171228536
"District","0200525:AK",-0.243244872448193
"District","0200540:AK",-0.457476165598931
"District","0200570:AK",-0.469174913825355
"District","0200600:AK",0.642292813649585
"District","0200610:AK",-1.20433197575334
"District","0200625:AK",-0.638384369284532
"District","0200630:AK",-0.0396063354840822
"District","0200660:AK",-0.110446653305094
"District","0200670:AK",-0.130075615785034
"District","0200680:AK",0.0732759879064892
"District","0200690:AK",-0.29008589680141
"District","0200700:AK",-0.260331584337732
"District","0200710:AK",0.0946792577017034
"District","0200715:AK",-0.152364119220967
"District","0200720:AK",-0.737630920609842
"District","0200730:AK",-0.277663346278214
"District","0200760:AK",-0.46193033633925
"District","0200770:AK",-0.873981235926868
"District","0200775:AK",0.0753030344707543
"District","0200780:AK",-0.544888377843537
"District","0200800:AK",-0.569478965113281
"District","0200810:AK",-0.262983047157388
"District","0200840:AK",0.190078693632795
"District","0200862:AK",2.17116514466131
"District","0400001:AZ",1.24507547072336
"District","0400003:AZ",0.589470965116832
"District","0400016:AZ",1.39330472786827
"District","0400019:AZ",-0.463122526782208
"District","0400021:AZ",-0.430511094489138
"District","0400023:AZ",-0.500491183444081
"District","0400026:AZ",-0.356635803123664
"District","0400031:AZ",-0.0344966177823994
"District","0400041:AZ",-0.0125816943525043
"District","0400043:AZ",-0.375631539533551
"District","0400047:AZ",-0.16790260913139
"District","0400052:AZ",-0.382739087151079
"District","0400053:AZ",0.452310818367264
"District","0400056:AZ",-0.551286529955001
"District","0400057:AZ",1.98380520752402
"District","0400061:AZ",0.411452091190728
"District","0400065:AZ",-0.847737256431306
"District","0400070:AZ",-0.583600470070035
"District","0400074:AZ",-0.631753709456746
"District","0400077:AZ",0.245607336167253
"District","0400078:AZ",-0.0546427388550593
"District","0400079:AZ",0.0729287814636798
"District","0400081:AZ",0.228133940559144
"District","0400082:AZ",-1.19491294743279
"District","0400083:AZ",-0.0954047132046989
"District","0400094:AZ",-0.163772943090627
"District","0400095:AZ",-0.273964092291265
"District","0400097:AZ",0.324120534364028
"District","0400099:AZ",0.971915797091516
"District","0400103:AZ",-1.32647936435078
"District","0400106:AZ",-0.587754524180266
"District","0400107:AZ",-0.455941490037739
"District","0400108:AZ",-0.435733244493926
"District","0400112:AZ",0.189559201004284
"District","0400121:AZ",-0.423326083605988
"District","0400124:AZ",-0.132033505541867
"District","0400129:AZ",1.00438698946515
"District","0400130:AZ",-0.242697958551603
"District","0400144:AZ",2.33936326531875
"District","0400147:AZ",0.534796737757279
"District","0400149:AZ",-0.643883587916608
"District","0400153:AZ",-0.185857147076437
"District","0400154:AZ",1.20219524356196
"District","0400157:AZ",1.04725345328764
"District","0400159:AZ",-0.241761874950034
"District","0400163:AZ",-0.375478541323981
"District","0400165:AZ",0.239375145753798
"District","0400201:AZ",1.1731313364549
"District","0400202:AZ",0.337264825837093
"District","0400209:AZ",-0.117803055780482
"District","0400211:AZ",0.329638073116613
"District","0400212:AZ",-0.151503702296906
"District","0400219:AZ",-0.796425311103432
"District","0400223:AZ",1.38298067894803
"District","0400225:AZ",1.28178330360034
"District","0400231:AZ",0.0210485366799348
"District","0400238:AZ",-0.348472200083775
"District","0400241:AZ",-0.882028058499713
"District","0400243:AZ",0.403210864821752
"District","0400244:AZ",1.56441102791719
"District","0400246:AZ",-0.265498505862727
"District","0400248:AZ",0.541165411004076
"District","0400254:AZ",0.432760459006486
"District","0400259:AZ",0.0128967625159641
"District","0400261:AZ",-0.480601293967844
"District","0400266:AZ",-0.366687790531611
"District","0400267:AZ",-0.149661590533268
"District","0400274:AZ",-0.184099229400541
"District","0400276:AZ",-0.260045215759246
"District","0400278:AZ",-0.0945752485805465
"District","0400280:AZ",-0.524686507254919
"District","0400281:AZ",-0.434994705398672
"District","0400282:AZ",0.12716506267786
"District","0400284:AZ",0.467241578550381
"District","0400288:AZ",-0.263004420118445
"District","0400290:AZ",0.816788729821007
"District","0400295:AZ",-1.2563929855009
"District","0400303:AZ",-0.848714048798901
"District","0400311:AZ",-0.903523428521464
"District","0400315:AZ",-0.358971395828963
"District","0400321:AZ",1.19306518432049
"District","0400327:AZ",-0.341022993860132
"District","0400329:AZ",-1.11888694358088
"District","0400330:AZ",-0.524914938633483
"District","0400332:AZ",-0.134903505619869
"District","0400352:AZ",-0.256838961259431
"District","0400353:AZ",-0.507724162150895
"District","0400354:AZ",-0.417604052982027
"District","0400355:AZ",-0.45127828110433
"District","0400356:AZ",-0.223529342021723
"District","0400357:AZ",-0.315318028192721
"District","0400363:AZ",-0.186639217080289
"District","0400364:AZ",0.305973822599278
"District","0400366:AZ",-0.350757280438104
"District","0400367:AZ",-0.245487136724777
"District","0400373:AZ",-0.42772178929467
"District","0400381:AZ",-0.029392868173288
"District","0400382:AZ",-0.251701087693418
"District","0400384:AZ",-0.388907630338099
"District","0400385:AZ",-0.311386573481111
"District","0400386:AZ",-0.313959598728135
"District","0400387:AZ",-0.148205884684071
"District","0400388:AZ",0.0983895655700255
"District","0400389:AZ",-0.438023137411646
"District","0400391:AZ",-0.0531576042339226
"District","0400394:AZ",-0.197941725604434
"District","0400395:AZ",-0.78894083190504
"District","0400402:AZ",-0.419698286202068
"District","0400405:AZ",-0.379926068311318
"District","0400407:AZ",0.32485282552192
"District","0400414:AZ",-0.317667182979793
"District","0400415:AZ",-0.550709640693524
"District","0400417:AZ",-0.49249315015549
"District","0400420:AZ",-0.176469965600884
"District","0400423:AZ",0.0886198070827063
"District","0400426:AZ",-0.201161699845505
"District","0400427:AZ",0.469439089876646
"District","0400429:AZ",0.540122926732929
"District","0400432:AZ",0.353777272178257
"District","0400440:AZ",-0.0710180415855541
"District","0400447:AZ",-0.443330955459657
"District","0400450:AZ",0.422838267425012
"District","0400463:AZ",1.06698029658712
"District","0400520:AZ",0.706792164127544
"District","0400608:AZ",-0.265449088698663
"District","0400610:AZ",-0.670407669063994
"District","0400614:AZ",-0.32914988229349
"District","0400618:AZ",-0.206487139751925
"District","0400619:AZ",0.662529423110607
"District","0400621:AZ",0.914321708121612
"District","0400625:AZ",0.445115642685879
"District","0400626:AZ",1.2774394511708
"District","0400632:AZ",0.272260202944513
"District","0400636:AZ",1.01048625950666
"District","0400640:AZ",0.321151464321078
"District","0400650:AZ",-0.0195122142500291
"District","0400653:AZ",0.269169244960201
"District","0400655:AZ",0.0403247794336889
"District","0400656:AZ",-0.0969618264291663
"District","0400680:AZ",0.535871293512237
"District","0400720:AZ",0.561389197422955
"District","0400746:AZ",-0.872677092865418
"District","0400747:AZ",0.174481864628023
"District","0400757:AZ",0.199165651735522
"District","0400760:AZ",-0.0829609426610028
"District","0400769:AZ",0.656229307448012
"District","0400770:AZ",1.79151296418428
"District","0400771:AZ",-0.230144287844714
"District","0400775:AZ",0.495107805403243
"District","0400776:AZ",1.02012542966408
"District","0400778:AZ",0.841952970207012
"District","0400783:AZ",0.706907449529617
"District","0400785:AZ",0.514880253488316
"District","0400790:AZ",-0.754484138772669
"District","0400800:AZ",-0.434893576651222
"District","0400801:AZ",0.452114152556547
"District","0400803:AZ",-0.433401290097178
"District","0400805:AZ",0.478915235111223
"District","0400807:AZ",1.41510876097293
"District","0400814:AZ",-0.16936142523223
"District","0400816:AZ",-0.201133745656066
"District","0400818:AZ",-0.414659742766476
"District","0400819:AZ",0.357270153277833
"District","0400820:AZ",-0.366870122976214
"District","0400821:AZ",-0.250707158218117
"District","0400823:AZ",-0.582743685614569
"District","0400827:AZ",2.01520218640811
"District","0400828:AZ",-0.522336033743577
"District","0400829:AZ",-0.126579450253759
"District","0400830:AZ",-0.662259799950916
"District","0400831:AZ",-0.370356129753634
"District","0400838:AZ",-0.517669843165405
"District","0400843:AZ",0.177231381126042
"District","0400851:AZ",0.589907666523004
"District","0400858:AZ",0.775517495901044
"District","0400859:AZ",0.812617565459516
"District","0400861:AZ",0.313545640391525
"District","0400862:AZ",-0.0934183959012287
"District","0400863:AZ",-0.172413253450881
"District","0400872:AZ",-0.137934455129811
"District","0400875:AZ",-0.456522635557421
"District","0400877:AZ",-0.412539764971617
"District","0400878:AZ",0.0819658392083036
"District","0400880:AZ",0.67118803012199
"District","0400897:AZ",-0.628925930689032
"District","0400898:AZ",-0.458646348732215
"District","0400900:AZ",0.428673756633211
"District","0400903:AZ",-0.596393821980481
"District","0400904:AZ",-0.471221077173776
"District","0400907:AZ",-0.13801440900473
"District","0400909:AZ",0.896362900470987
"District","0400910:AZ",-0.20376573117888
"District","0400911:AZ",0.511186121424278
"District","0400913:AZ",-0.27456585744486
"District","0400919:AZ",0.214225821555135
"District","0400924:AZ",-0.448663222185855
"District","0400926:AZ",1.04229486023434
"District","0400941:AZ",0.383988974017173
"District","0400946:AZ",-0.273825040565373
"District","0400947:AZ",-0.493540986889885
"District","0400950:AZ",-0.345810101350213
"District","0400955:AZ",1.22145229266496
"District","0400965:AZ",0.0350043340721143
"District","0400966:AZ",-0.00424335632677603
"District","0400969:AZ",-0.358600391977519
"District","0400970:AZ",-0.0896999703769834
"District","0400976:AZ",0.372629478133636
"District","0400988:AZ",1.42553211241851
"District","0400993:AZ",1.03379517295249
"District","0400998:AZ",0.43941151962944
"District","0400999:AZ",0.0152974048877134
"District","0401000:AZ",-0.478732132685932
"District","0401005:AZ",-0.220839768727889
"District","0401013:AZ",-0.127959332534861
"District","0401015:AZ",-0.287181334422504
"District","0401160:AZ",-0.245793633081312
"District","0401180:AZ",-0.410350624005012
"District","0401230:AZ",-0.0219695391723619
"District","0401330:AZ",-0.0750309450246615
"District","0401410:AZ",0.316661310420448
"District","0401460:AZ",-0.947827225790672
"District","0401600:AZ",-0.633618100443815
"District","0401740:AZ",-1.39625715532382
"District","0401760:AZ",-1.13239834607825
"District","0401870:AZ",-1.610452985698
"District","0401940:AZ",0.893585521168596
"District","0402320:AZ",-0.861309001876337
"District","0402370:AZ",-0.0237702959779568
"District","0402480:AZ",-0.217178764191329
"District","0402530:AZ",1.49079433147681
"District","0402600:AZ",0.419239985052963
"District","0402690:AZ",0.389692633396745
"District","0402740:AZ",-0.175172182695219
"District","0402860:AZ",-0.925141514692335
"District","0402920:AZ",-0.599199581393349
"District","0403010:AZ",-0.649306140901382
"District","0403040:AZ",-0.721220929384741
"District","0403080:AZ",0.183378049371085
"District","0403200:AZ",-0.450054600463874
"District","0403290:AZ",-0.633110562768561
"District","0403310:AZ",-0.290006918729712
"District","0403400:AZ",1.92097247789928
"District","0403450:AZ",0.509874112572628
"District","0403500:AZ",-0.0113465488151397
"District","0403550:AZ",-0.256302863773901
"District","0403730:AZ",0.228197736445093
"District","0403780:AZ",-0.152436399570805
"District","0403820:AZ",-0.647000669680697
"District","0403860:AZ",1.58130104324759
"District","0403870:AZ",0.774024821500552
"District","0403950:AZ",-0.530069181083264
"District","0403990:AZ",0.245606685265262
"District","0404010:AZ",-0.00743766534119571
"District","0404060:AZ",-0.72278037947911
"District","0404280:AZ",-1.02538194865221
"District","0404410:AZ",-0.176522241446878
"District","0404570:AZ",-0.318192697777819
"District","0404630:AZ",-0.141869628613948
"District","0404720:AZ",0.539506441404883
"District","0404820:AZ",-0.425806455290771
"District","0404970:AZ",0.467009952871178
"District","0405030:AZ",-0.0165700950949495
"District","0405070:AZ",-0.141113732927034
"District","0405320:AZ",1.04271407688718
"District","0405360:AZ",-0.0718603326330659
"District","0405460:AZ",-0.301660658589512
"District","0405500:AZ",0.827972873809602
"District","0405530:AZ",1.30725180698232
"District","0405820:AZ",0.658965953871278
"District","0405930:AZ",-0.0499739176301541
"District","0405980:AZ",-0.628771082096217
"District","0406030:AZ",0.817926954199677
"District","0406070:AZ",0.840951409484227
"District","0406120:AZ",-0.113900428585569
"District","0406250:AZ",1.2317558818461
"District","0406330:AZ",1.03647517144706
"District","0406440:AZ",0.472377591048866
"District","0406580:AZ",1.36287796278211
"District","0406730:AZ",1.00849952032977
"District","0406740:AZ",0.0678078415865237
"District","0406810:AZ",-0.586529935878666
"District","0406850:AZ",-0.347492642331285
"District","0406870:AZ",0.0761623947765541
"District","0406960:AZ",0.65462914528316
"District","0407130:AZ",-0.653804607202141
"District","0407170:AZ",-0.0485749511073821
"District","0407240:AZ",-0.160883274421335
"District","0407300:AZ",0.306097391986682
"District","0407430:AZ",0.775219378292963
"District","0407520:AZ",-0.746475014554121
"District","0407530:AZ",-0.422469797598581
"District","0407570:AZ",0.376245236702212
"District","0407630:AZ",-0.135196270542743
"District","0407700:AZ",-0.856345760179226
"District","0407750:AZ",-0.0724904148581083
"District","0407820:AZ",0.306946813266107
"District","0408020:AZ",-0.360429295956593
"District","0408080:AZ",-0.632643287776558
"District","0408170:AZ",0.0389300995459034
"District","0408230:AZ",-0.260167206960864
"District","0408280:AZ",-0.745195983932077
"District","0408340:AZ",-0.739806678769402
"District","0408410:AZ",-0.708683485252065
"District","0408520:AZ",0.0959839097176442
"District","0408600:AZ",-0.542048890788178
"District","0408680:AZ",-0.71862321499193
"District","0408800:AZ",-2.30564010117211
"District","0408850:AZ",-0.59624981706012
"District","0408910:AZ",-0.286674968749169
"District","0409160:AZ",0.366075125465138
"District","0409190:AZ",-0.638661879035053
"District","0409250:AZ",-0.148356943639303
"District","0409310:AZ",-0.393439156445746
"District","0409430:AZ",-0.682451233079425
"District","0409460:AZ",-0.686855317558534
"District","0409540:AZ",0.332943616401217
"District","0409630:AZ",-2.10666732400716
"District","0409733:AZ",-0.501589127107514
"District","0600028:CA",0.412952342542778
"District","0600029:CA",0.317517498435666
"District","0600052:CA",-0.519373187994186
"District","0601332:CA",-0.557560152155368
"District","0602421:CA",1.27216897213801
"District","0602430:CA",0.0883138010967517
"District","0607970:CA",-0.770361341353287
"District","0608370:CA",1.13200233633854
"District","0609030:CA",-0.399965353623493
"District","0611820:CA",-0.068871160769386
"District","0612330:CA",-0.373364580081265
"District","0614550:CA",0.361631501235626
"District","0616230:CA",-0.942122217134419
"District","0616920:CA",-0.552292830605601
"District","0619540:CA",-0.550867942010066
"District","0621400:CA",0.879327595786818
"District","0621600:CA",0.163078150164686
"District","0621690:CA",-0.104975436603314
"District","0633840:CA",0.0565074104510049
"District","0634440:CA",-0.307590973741868
"District","0636800:CA",-0.502015711572248
"District","0638010:CA",-0.685758594187347
"District","0802340:CO",-0.747771072591788
"District","0802910:CO",-0.237132245121741
"District","0804080:CO",0.196760444238574
"District","1200002:FL",0.195581025434199
"District","1200030:FL",-1.48025233167079
"District","1200060:FL",1.022375877385
"District","1200090:FL",-0.167564662300888
"District","1200120:FL",-0.0217905573489812
"District","1200150:FL",0.282263789690234
"District","1200180:FL",0.754023202297273
"District","1200210:FL",-0.601582663128466
"District","1200240:FL",-0.871842735895971
"District","1200270:FL",0.502892493025492
"District","1200300:FL",-0.512226506396429
"District","1200330:FL",-0.271351335214678
"District","1200360:FL",-1.15500164598224
"District","1200390:FL",1.23188359654983
"District","1200420:FL",-0.202936130589253
"District","1200450:FL",0.232366238133543
"District","1200480:FL",1.03428641804203
"District","1200510:FL",0.708208581277616
"District","1200540:FL",-0.0728639151870167
"District","1200570:FL",0.153063710208692
"District","1200600:FL",-0.687874588586956
"District","1200630:FL",-0.738248888378524
"District","1200660:FL",0.311485534692761
"District","1200690:FL",-0.590679492619693
"District","1200720:FL",-0.489354220390966
"District","1200750:FL",0.0566538437230283
"District","1200780:FL",-0.649430872589301
"District","1200810:FL",0.191406146837674
"District","1200840:FL",-0.856230978243066
"District","1200870:FL",0.593497757936452
"District","1200900:FL",-0.880251524443778
"District","1200930:FL",0.145259124163992
"District","1200960:FL",-0.245658584086423
"District","1200990:FL",-0.212337868680579
"District","1201020:FL",1.4635317934815
"District","1201050:FL",-0.0291348595842282
"District","1201080:FL",0.165227830982188
"District","1201110:FL",-0.490313270613868
"District","1201140:FL",-0.0525897037334044
"District","1201170:FL",-0.421607574960572
"District","1201200:FL",0.0938450611063443
"District","1201230:FL",-0.61849099990962
"District","1201260:FL",-0.733873969987859
"District","1201290:FL",-0.990660012221457
"District","1201320:FL",-0.661748762522777
"District","1201350:FL",1.48385538826095
"District","1201380:FL",1.59254060460448
"District","1201410:FL",-0.848866780539526
"District","1201440:FL",-0.668866510985492
"District","1201470:FL",0.525164476709792
"District","1201500:FL",0.705890994325914
"District","1201530:FL",-0.152715614563011
"District","1201560:FL",1.18441539714297
"District","1201590:FL",-0.00785131073440494
"District","1201620:FL",0.194627116715364
"District","1201650:FL",-0.799112609162738
"District","1201680:FL",0.787638772242635
"District","1201710:FL",1.34679105742046
"District","1201740:FL",0.509527938465131
"District","1201770:FL",-1.53466973527943
"District","1201800:FL",0.0279890372744336
"District","1201830:FL",-0.3376604442745
"District","1201860:FL",-0.508047655202949
"District","1201890:FL",-0.177514997541753
"District","1201920:FL",1.04921514409519
"District","1201950:FL",-0.583705601504391
"District","1201980:FL",-0.308226995661285
"District","1202010:FL",0.643352511548119
"District","1202012:FL",-0.528869541817964
"District","1202013:FL",-0.623976060862951
"District","1202014:FL",-0.270580013685087
"District","1202015:FL",-0.506151178304796
"District","1202016:FL",0.749395273921335
"District","1300001:GA",0.459709427624277
"District","1300005:GA",0.156803831169606
"District","1300026:GA",-0.96280800731364
"District","1300060:GA",0.665215844527553
"District","1300090:GA",-0.680296515121565
"District","1300120:GA",0.740843894661917
"District","1300150:GA",-0.733706486509419
"District","1300180:GA",-0.398627983847957
"District","1300210:GA",0.647414906489116
"District","1300214:GA",-1.21793381913813
"District","1300217:GA",0.657929695087508
"District","1300218:GA",-0.149339210070793
"District","1300227:GA",-0.450208584467934
"District","1300232:GA",0.931212791711723
"District","1300235:GA",-1.17638980653261
"District","1300238:GA",0.935423648207692
"District","1300240:GA",0.703116869703631
"District","1300243:GA",0.0125315146571909
"District","1300244:GA",-0.356453711232674
"District","1300246:GA",-0.216599160421803
"District","1300248:GA",-0.490357609281043
"District","1300252:GA",-0.916828701124848
"District","1300254:GA",1.51075184820636
"District","1300256:GA",0.184683857728996
"District","1300258:GA",-0.709884975341885
"District","1300263:GA",-0.36527965543496
"District","1300290:GA",0.776837788507416
"District","1300330:GA",-0.165769678282065
"District","1300360:GA",0.123324717196864
"District","1300390:GA",-1.21206502626041
"District","1300420:GA",0.474321410337279
"District","1300440:GA",0.224972525702569
"District","1300480:GA",-0.503778013485334
"District","1300510:GA",0.229608678512474
"District","1300540:GA",1.16849089989398
"District","1300570:GA",-1.23613193593851
"District","1300600:GA",0.248134591852066
"District","1300630:GA",-1.22569125209483
"District","1300660:GA",0.0509866802623906
"District","1300690:GA",-0.880732616247721
"District","1300720:GA",0.395373593301368
"District","1300750:GA",-0.427209459210911
"District","1300780:GA",0.896306899526345
"District","1300810:GA",0.777506340524361
"District","1300840:GA",0.625312384972318
"District","1300870:GA",0.708677550103109
"District","1300900:GA",0.246070739007061
"District","1300930:GA",1.04949556619882
"District","1300990:GA",-0.840993301493335
"District","1301020:GA",0.314106998181417
"District","1301050:GA",0.346386374154444
"District","1301080:GA",-0.82438884883826
"District","1301110:GA",-0.0457797166150066
"District","1301140:GA",-0.88937769974576
"District","1301170:GA",0.288569552274342
"District","1301230:GA",0.89743971249421
"District","1301260:GA",-0.780051892904497
"District","1301290:GA",0.295932846625855
"District","1301350:GA",0.402024448541295
"District","1301380:GA",0.601466849781867
"District","1301410:GA",0.262127560493605
"District","1301440:GA",0.487565985631458
"District","1301470:GA",0.149826638035188
"District","1301500:GA",0.107189389176749
"District","1301530:GA",-0.382632038217758
"District","1301560:GA",0.703295359147739
"District","1301590:GA",-1.0040636959322
"District","1301620:GA",0.658649381557349
"District","1301650:GA",-0.671039573617445
"District","1301680:GA",0.603963119162301
"District","1301710:GA",0.145781577099911
"District","1301740:GA",0.497898667640705
"District","1301770:GA",0.558996079641664
"District","1301800:GA",-0.659795074657166
"District","1301830:GA",0.751656451033506
"District","1301860:GA",0.759215202737771
"District","1301870:GA",-0.855205879744819
"District","1301890:GA",-0.1479997920008
"District","1301920:GA",-0.912633840684287
"District","1301950:GA",-0.499518096516749
"District","1301980:GA",-0.463059794383304
"District","1302010:GA",0.550901450759834
"District","1302040:GA",-1.05909672305897
"District","1302070:GA",0.945343028349177
"District","1302100:GA",-0.0531784167207468
"District","1302130:GA",-0.0838110599368287
"District","1302190:GA",0.720137454251107
"District","1302220:GA",0.00254537977943935
"District","1302250:GA",-0.74695665982851
"District","1302280:GA",0.743241287050041
"District","1302310:GA",0.347208828944544
"District","1302340:GA",-0.0858289498346266
"District","1302370:GA",0.703285833340061
"District","1302400:GA",0.387201099841445
"District","1302430:GA",-0.21118727981021
"District","1302460:GA",0.27899533301555
"District","1302490:GA",-0.398081563916705
"District","1302520:GA",-0.703197919498129
"District","1302550:GA",1.04130609935593
"District","1302580:GA",-0.72746266240874
"District","1302610:GA",0.704504487490241
"District","1302640:GA",0.192093194209999
"District","1302670:GA",0.012559121450299
"District","1302700:GA",0.838138679240762
"District","1302730:GA",-0.041758698329046
"District","1302790:GA",-0.672278723974822
"District","1302820:GA",0.967369683207512
"District","1302880:GA",0.271290456311103
"District","1302910:GA",-0.614296919848469
"District","1302940:GA",0.684775540715603
"District","1302970:GA",0.793434811540325
"District","1303000:GA",-0.877001330526095
"District","1303030:GA",0.00648104808820826
"District","1303060:GA",0.790072429039425
"District","1303090:GA",-0.529315343923815
"District","1303120:GA",-0.616098407000963
"District","1303150:GA",0.60745128095577
"District","1303210:GA",-0.792327170751795
"District","1303240:GA",0.143127351791163
"District","1303270:GA",-0.351588920817988
"District","1303300:GA",-0.983772579667534
"District","1303330:GA",0.469852355732726
